empresa;descrição;cidade;protocolo;created_at;status_os;data_encerramento_prot;OLT;Regional;Motivo;Motivo do Cancelamento;Setor que cancelou
Conecta+;Troca de Tecnologia;Campinas;20267398865;08/01/2026 11:18:03;Cancelado;11/01/2026 13:18:03;OLT-HUAWEI-5;Campinas;Troca de Tecnologia;Troca por Concorrente;Retenção
Horizon Telecom;Suporte Wi-Fi;Valinhos;20263217013;20/01/2026 16:43:46;Cancelado;28/01/2026 00:43:46;OLT-NOKIA-7;Valinhos;Suporte Wi-Fi;Mudança de Cidade;Telemarketing
Conecta+;Suporte Wi-Fi;Hortolândia;20264893983;01/02/2026 12:29:57;Cancelado;03/02/2026 14:29:57;OLT-HUAWEI-6;Hortolândia;Suporte Wi-Fi;Preço Elevado;Telemarketing
Conecta+;Reparo de Fibra;Valinhos;20266095966;04/01/2026 00:58:09;Cancelado;11/01/2026 00:58:09;OLT-ZTE-1;Valinhos;Reparo de Fibra;Problemas Técnicos;Telemarketing
FiberTech;Suporte Wi-Fi;Paulínia;20267865795;05/02/2026 10:25:21;Cancelado;08/02/2026 12:25:21;OLT-HUAWEI-8;Paulínia;Suporte Wi-Fi;Problemas Técnicos;Comercial
FiberTech;Reparo de Fibra;Hortolândia;20262478402;26/01/2026 22:30:19;Cancelado;31/01/2026 03:30:19;OLT-HUAWEI-4;Hortolândia;Reparo de Fibra;Troca por Concorrente;Comercial
Horizon Telecom;Troca de Tecnologia;Sumaré;20267765479;08/02/2026 07:21:35;Cancelado;15/02/2026 12:21:35;OLT-HUAWEI-2;Sumaré;Troca de Tecnologia;Preço Elevado;Financeiro
FiberTech;Instalação Nova;Valinhos;20265275494;12/01/2026 09:22:10;Cancelado;19/01/2026 13:22:10;OLT-HUAWEI-1;Valinhos;Instalação Nova;Problemas Técnicos;Telemarketing
FiberTech;Instalação Nova;Hortolândia;20269632181;11/01/2026 11:32:42;Cancelado;12/01/2026 19:32:42;OLT-NOKIA-10;Hortolândia;Instalação Nova;Mudança de Cidade;Financeiro
FiberTech;Mudança de Endereço;Americana;20264842385;12/02/2026 23:01:43;Cancelado;18/02/2026 08:01:43;OLT-ZTE-2;Americana;Mudança de Endereço;Problemas Técnicos;Comercial
Horizon Telecom;Instalação Nova;Paulínia;20261071354;23/01/2026 13:51:46;Cancelado;23/01/2026 22:51:46;OLT-HUAWEI-3;Paulínia;Instalação Nova;Preço Elevado;Comercial
Conecta+;Reparo de Fibra;Hortolândia;20264427362;09/02/2026 00:17:18;Cancelado;15/02/2026 11:17:18;OLT-ZTE-6;Hortolândia;Reparo de Fibra;Troca por Concorrente;Comercial
FiberTech;Reparo de Fibra;Valinhos;20266372373;26/01/2026 07:35:20;Cancelado;26/01/2026 13:35:20;OLT-NOKIA-10;Valinhos;Reparo de Fibra;Preço Elevado;Comercial
Horizon Telecom;Mudança de Endereço;Paulínia;20268798673;30/01/2026 17:13:33;Cancelado;31/01/2026 21:13:33;OLT-ZTE-4;Paulínia;Mudança de Endereço;Mudança de Cidade;Comercial
Horizon Telecom;Troca de Tecnologia;Campinas;20269067734;01/02/2026 14:07:01;Cancelado;08/02/2026 01:07:01;OLT-NOKIA-8;Campinas;Troca de Tecnologia;Preço Elevado;Financeiro
FiberTech;Suporte Wi-Fi;Valinhos;20268445272;30/01/2026 10:56:22;Cancelado;04/02/2026 15:56:22;OLT-NOKIA-9;Valinhos;Suporte Wi-Fi;Troca por Concorrente;Retenção
Horizon Telecom;Reparo de Fibra;Hortolândia;20261584758;29/01/2026 00:26:35;Cancelado;30/01/2026 05:26:35;OLT-HUAWEI-6;Hortolândia;Reparo de Fibra;Preço Elevado;Retenção
FiberTech;Mudança de Endereço;Sumaré;20267570879;29/01/2026 12:03:44;Cancelado;30/01/2026 00:03:44;OLT-HUAWEI-9;Sumaré;Mudança de Endereço;Troca por Concorrente;Financeiro
Conecta+;Suporte Wi-Fi;Sumaré;20261297628;07/02/2026 12:19:54;Cancelado;07/02/2026 18:19:54;OLT-NOKIA-2;Sumaré;Suporte Wi-Fi;Mudança de Cidade;Retenção
FiberTech;Instalação Nova;Valinhos;20262519972;02/01/2026 11:28:34;Cancelado;07/01/2026 16:28:34;OLT-NOKIA-3;Valinhos;Instalação Nova;Troca por Concorrente;Retenção
FiberTech;Reparo de Fibra;Hortolândia;20268244914;12/01/2026 10:33:45;Cancelado;19/01/2026 19:33:45;OLT-HUAWEI-2;Hortolândia;Reparo de Fibra;Preço Elevado;Retenção
Conecta+;Suporte Wi-Fi;Paulínia;20265432462;14/01/2026 22:45:54;Cancelado;15/01/2026 04:45:54;OLT-HUAWEI-7;Paulínia;Suporte Wi-Fi;Troca por Concorrente;Telemarketing
Horizon Telecom;Troca de Tecnologia;Paulínia;20265597912;02/01/2026 04:38:16;Cancelado;09/01/2026 12:38:16;OLT-ZTE-10;Paulínia;Troca de Tecnologia;Mudança de Cidade;Financeiro
Horizon Telecom;Mudança de Endereço;Valinhos;20268469334;21/01/2026 15:45:26;Cancelado;23/01/2026 22:45:26;OLT-NOKIA-6;Valinhos;Mudança de Endereço;Preço Elevado;Financeiro
Conecta+;Reparo de Fibra;Paulínia;20266412844;18/01/2026 03:35:57;Cancelado;19/01/2026 15:35:57;OLT-NOKIA-1;Paulínia;Reparo de Fibra;Problemas Técnicos;Comercial
Horizon Telecom;Troca de Tecnologia;Paulínia;20261013835;17/01/2026 08:34:36;Cancelado;21/01/2026 14:34:36;OLT-HUAWEI-4;Paulínia;Troca de Tecnologia;Problemas Técnicos;Financeiro
FiberTech;Reparo de Fibra;Hortolândia;20269869182;06/02/2026 15:13:22;Cancelado;10/02/2026 21:13:22;OLT-HUAWEI-6;Hortolândia;Reparo de Fibra;Problemas Técnicos;Financeiro
FiberTech;Suporte Wi-Fi;Americana;20266418183;10/01/2026 14:49:52;Cancelado;16/01/2026 18:49:52;OLT-NOKIA-2;Americana;Suporte Wi-Fi;Mudança de Cidade;Comercial
FiberTech;Mudança de Endereço;Paulínia;20265194487;05/01/2026 23:22:47;Cancelado;09/01/2026 02:22:47;OLT-ZTE-7;Paulínia;Mudança de Endereço;Problemas Técnicos;Financeiro
Conecta+;Troca de Tecnologia;Sumaré;20262310541;09/01/2026 05:15:46;Cancelado;13/01/2026 10:15:46;OLT-HUAWEI-8;Sumaré;Troca de Tecnologia;Mudança de Cidade;Telemarketing
FiberTech;Instalação Nova;Hortolândia;20268110766;25/01/2026 01:25:39;Cancelado;01/02/2026 01:25:39;OLT-NOKIA-8;Hortolândia;Instalação Nova;Problemas Técnicos;Comercial
FiberTech;Instalação Nova;Hortolândia;20263314375;07/02/2026 11:50:37;Cancelado;07/02/2026 23:50:37;OLT-NOKIA-4;Hortolândia;Instalação Nova;Problemas Técnicos;Financeiro
Conecta+;Reparo de Fibra;Valinhos;20264895077;01/01/2026 08:11:12;Cancelado;02/01/2026 09:11:12;OLT-NOKIA-9;Valinhos;Reparo de Fibra;Mudança de Cidade;Retenção
Conecta+;Suporte Wi-Fi;Valinhos;20269332796;04/01/2026 00:49:30;Cancelado;08/01/2026 01:49:30;OLT-NOKIA-8;Valinhos;Suporte Wi-Fi;Preço Elevado;Telemarketing
FiberTech;Mudança de Endereço;Paulínia;20268396386;21/01/2026 09:25:18;Cancelado;26/01/2026 21:25:18;OLT-NOKIA-6;Paulínia;Mudança de Endereço;Preço Elevado;Retenção
Horizon Telecom;Reparo de Fibra;Hortolândia;20261225655;02/02/2026 19:54:52;Cancelado;04/02/2026 07:54:52;OLT-ZTE-6;Hortolândia;Reparo de Fibra;Preço Elevado;Comercial
Horizon Telecom;Troca de Tecnologia;Paulínia;20267189934;29/01/2026 23:58:28;Cancelado;06/02/2026 06:58:28;OLT-NOKIA-9;Paulínia;Troca de Tecnologia;Problemas Técnicos;Telemarketing
Horizon Telecom;Reparo de Fibra;Paulínia;20268150185;21/01/2026 15:04:09;Cancelado;28/01/2026 18:04:09;OLT-NOKIA-3;Paulínia;Reparo de Fibra;Troca por Concorrente;Comercial
FiberTech;Reparo de Fibra;Valinhos;20265161194;12/01/2026 17:45:05;Cancelado;16/01/2026 00:45:05;OLT-ZTE-2;Valinhos;Reparo de Fibra;Problemas Técnicos;Telemarketing
Horizon Telecom;Troca de Tecnologia;Hortolândia;20266199584;13/01/2026 18:26:12;Cancelado;15/01/2026 19:26:12;OLT-HUAWEI-3;Hortolândia;Troca de Tecnologia;Preço Elevado;Telemarketing
Horizon Telecom;Troca de Tecnologia;Hortolândia;20263928423;19/01/2026 11:52:01;Cancelado;20/01/2026 18:52:01;OLT-HUAWEI-5;Hortolândia;Troca de Tecnologia;Problemas Técnicos;Telemarketing
Horizon Telecom;Mudança de Endereço;Campinas;20264627103;11/02/2026 19:10:32;Cancelado;13/02/2026 06:10:32;OLT-HUAWEI-9;Campinas;Mudança de Endereço;Mudança de Cidade;Comercial
FiberTech;Suporte Wi-Fi;Sumaré;20261268215;15/01/2026 12:10:28;Cancelado;16/01/2026 19:10:28;OLT-ZTE-7;Sumaré;Suporte Wi-Fi;Troca por Concorrente;Telemarketing
Horizon Telecom;Instalação Nova;Valinhos;20266943995;30/12/2025 08:48:40;Cancelado;03/01/2026 11:48:40;OLT-HUAWEI-6;Valinhos;Instalação Nova;Problemas Técnicos;Financeiro
Conecta+;Mudança de Endereço;Valinhos;20265398803;09/02/2026 18:30:39;Cancelado;10/02/2026 00:30:39;OLT-NOKIA-2;Valinhos;Mudança de Endereço;Problemas Técnicos;Telemarketing
Horizon Telecom;Mudança de Endereço;Hortolândia;20262987994;31/01/2026 23:01:28;Cancelado;02/02/2026 09:01:28;OLT-HUAWEI-8;Hortolândia;Mudança de Endereço;Troca por Concorrente;Comercial
Horizon Telecom;Troca de Tecnologia;Americana;20268829330;13/01/2026 20:59:18;Cancelado;16/01/2026 08:59:18;OLT-HUAWEI-5;Americana;Troca de Tecnologia;Problemas Técnicos;Comercial
Horizon Telecom;Reparo de Fibra;Valinhos;20268146711;12/02/2026 01:05:06;Cancelado;13/02/2026 10:05:06;OLT-HUAWEI-7;Valinhos;Reparo de Fibra;Troca por Concorrente;Financeiro
Horizon Telecom;Mudança de Endereço;Hortolândia;20261217241;30/12/2025 23:39:28;Cancelado;02/01/2026 02:39:28;OLT-ZTE-4;Hortolândia;Mudança de Endereço;Mudança de Cidade;Comercial
FiberTech;Mudança de Endereço;Valinhos;20266681989;14/01/2026 18:46:46;Cancelado;15/01/2026 23:46:46;OLT-ZTE-9;Valinhos;Mudança de Endereço;Preço Elevado;Comercial
Horizon Telecom;Mudança de Endereço;Paulínia;20263943894;22/01/2026 05:39:03;Cancelado;29/01/2026 06:39:03;OLT-ZTE-8;Paulínia;Mudança de Endereço;Mudança de Cidade;Telemarketing
FiberTech;Suporte Wi-Fi;Valinhos;20266497964;02/02/2026 04:38:24;Cancelado;09/02/2026 10:38:24;OLT-HUAWEI-2;Valinhos;Suporte Wi-Fi;Troca por Concorrente;Retenção
Conecta+;Reparo de Fibra;Campinas;20268239935;23/01/2026 14:16:45;Cancelado;28/01/2026 21:16:45;OLT-HUAWEI-5;Campinas;Reparo de Fibra;Problemas Técnicos;Comercial
Conecta+;Troca de Tecnologia;Americana;20269808935;16/01/2026 17:23:43;Cancelado;17/01/2026 19:23:43;OLT-ZTE-8;Americana;Troca de Tecnologia;Problemas Técnicos;Comercial
FiberTech;Instalação Nova;Paulínia;20262514293;16/01/2026 00:21:02;Cancelado;19/01/2026 08:21:02;OLT-HUAWEI-10;Paulínia;Instalação Nova;Problemas Técnicos;Telemarketing
FiberTech;Instalação Nova;Americana;20269683441;14/02/2026 04:23:51;Cancelado;15/02/2026 16:23:51;OLT-NOKIA-7;Americana;Instalação Nova;Preço Elevado;Retenção
FiberTech;Mudança de Endereço;Campinas;20266378122;08/02/2026 21:51:50;Cancelado;13/02/2026 01:51:50;OLT-NOKIA-8;Campinas;Mudança de Endereço;Mudança de Cidade;Telemarketing
Horizon Telecom;Instalação Nova;Sumaré;20263527391;03/02/2026 17:55:36;Cancelado;08/02/2026 03:55:36;OLT-ZTE-3;Sumaré;Instalação Nova;Preço Elevado;Financeiro
Horizon Telecom;Suporte Wi-Fi;Valinhos;20269174964;10/02/2026 16:17:08;Cancelado;16/02/2026 18:17:08;OLT-HUAWEI-5;Valinhos;Suporte Wi-Fi;Troca por Concorrente;Comercial
FiberTech;Instalação Nova;Campinas;20264362920;23/01/2026 15:35:15;Cancelado;23/01/2026 16:35:15;OLT-HUAWEI-10;Campinas;Instalação Nova;Mudança de Cidade;Telemarketing
FiberTech;Suporte Wi-Fi;Campinas;20267088939;23/01/2026 04:48:43;Cancelado;26/01/2026 14:48:43;OLT-ZTE-5;Campinas;Suporte Wi-Fi;Preço Elevado;Retenção
FiberTech;Instalação Nova;Sumaré;20267171922;09/02/2026 23:06:51;Cancelado;14/02/2026 06:06:51;OLT-NOKIA-6;Sumaré;Instalação Nova;Problemas Técnicos;Telemarketing
FiberTech;Mudança de Endereço;Paulínia;20267805059;17/02/2026 03:07:23;Cancelado;17/02/2026 07:07:23;OLT-ZTE-10;Paulínia;Mudança de Endereço;Problemas Técnicos;Financeiro
Conecta+;Troca de Tecnologia;Paulínia;20261646877;14/01/2026 11:31:40;Cancelado;15/01/2026 19:31:40;OLT-HUAWEI-8;Paulínia;Troca de Tecnologia;Mudança de Cidade;Comercial
Horizon Telecom;Troca de Tecnologia;Paulínia;20266417293;01/02/2026 17:37:47;Cancelado;05/02/2026 03:37:47;OLT-NOKIA-2;Paulínia;Troca de Tecnologia;Mudança de Cidade;Telemarketing
FiberTech;Troca de Tecnologia;Sumaré;20266399359;13/02/2026 23:19:52;Cancelado;17/02/2026 03:19:52;OLT-ZTE-6;Sumaré;Troca de Tecnologia;Troca por Concorrente;Retenção
Horizon Telecom;Troca de Tecnologia;Paulínia;20261782636;09/02/2026 09:40:28;Cancelado;13/02/2026 14:40:28;OLT-HUAWEI-7;Paulínia;Troca de Tecnologia;Troca por Concorrente;Telemarketing
FiberTech;Reparo de Fibra;Valinhos;20265542095;05/01/2026 18:32:42;Cancelado;08/01/2026 21:32:42;OLT-HUAWEI-6;Valinhos;Reparo de Fibra;Troca por Concorrente;Retenção
Conecta+;Mudança de Endereço;Americana;20268187069;09/02/2026 14:58:56;Cancelado;09/02/2026 22:58:56;OLT-ZTE-3;Americana;Mudança de Endereço;Troca por Concorrente;Retenção
Conecta+;Troca de Tecnologia;Valinhos;20262711850;15/01/2026 03:23:40;Cancelado;18/01/2026 14:23:40;OLT-HUAWEI-10;Valinhos;Troca de Tecnologia;Mudança de Cidade;Telemarketing
Conecta+;Troca de Tecnologia;Americana;20266305635;01/02/2026 08:37:26;Cancelado;03/02/2026 11:37:26;OLT-NOKIA-2;Americana;Troca de Tecnologia;Problemas Técnicos;Telemarketing
FiberTech;Instalação Nova;Sumaré;20262925727;10/02/2026 03:32:45;Cancelado;15/02/2026 08:32:45;OLT-ZTE-5;Sumaré;Instalação Nova;Problemas Técnicos;Retenção
FiberTech;Troca de Tecnologia;Sumaré;20262840473;17/02/2026 02:45:34;Cancelado;18/02/2026 10:45:34;OLT-NOKIA-7;Sumaré;Troca de Tecnologia;Troca por Concorrente;Comercial
Horizon Telecom;Suporte Wi-Fi;Valinhos;20267915244;29/01/2026 12:13:04;Cancelado;30/01/2026 17:13:04;OLT-ZTE-9;Valinhos;Suporte Wi-Fi;Troca por Concorrente;Telemarketing
Horizon Telecom;Troca de Tecnologia;Sumaré;20265418789;13/01/2026 19:05:47;Cancelado;20/01/2026 03:05:47;OLT-HUAWEI-7;Sumaré;Troca de Tecnologia;Mudança de Cidade;Comercial
Horizon Telecom;Troca de Tecnologia;Sumaré;20262451155;11/01/2026 17:36:20;Cancelado;13/01/2026 17:36:20;OLT-HUAWEI-4;Sumaré;Troca de Tecnologia;Preço Elevado;Financeiro
Horizon Telecom;Troca de Tecnologia;Paulínia;20267516150;06/01/2026 04:58:55;Cancelado;13/01/2026 11:58:55;OLT-HUAWEI-3;Paulínia;Troca de Tecnologia;Problemas Técnicos;Retenção
Horizon Telecom;Troca de Tecnologia;Paulínia;20267380647;06/01/2026 03:25:52;Cancelado;11/01/2026 10:25:52;OLT-NOKIA-6;Paulínia;Troca de Tecnologia;Problemas Técnicos;Comercial
Conecta+;Mudança de Endereço;Sumaré;20261123304;28/01/2026 01:03:05;Cancelado;30/01/2026 10:03:05;OLT-ZTE-5;Sumaré;Mudança de Endereço;Troca por Concorrente;Financeiro
Conecta+;Reparo de Fibra;Valinhos;20263608104;11/01/2026 20:48:06;Cancelado;19/01/2026 02:48:06;OLT-HUAWEI-10;Valinhos;Reparo de Fibra;Preço Elevado;Retenção
FiberTech;Instalação Nova;Americana;20266509176;01/01/2026 23:22:05;Cancelado;01/01/2026 23:22:05;OLT-HUAWEI-5;Americana;Instalação Nova;Problemas Técnicos;Comercial
Conecta+;Mudança de Endereço;Valinhos;20265470167;04/02/2026 19:11:38;Cancelado;05/02/2026 04:11:38;OLT-HUAWEI-1;Valinhos;Mudança de Endereço;Problemas Técnicos;Retenção
FiberTech;Troca de Tecnologia;Hortolândia;20262918210;02/01/2026 22:05:41;Cancelado;09/01/2026 02:05:41;OLT-HUAWEI-3;Hortolândia;Troca de Tecnologia;Troca por Concorrente;Telemarketing
Horizon Telecom;Instalação Nova;Campinas;20269926964;06/01/2026 17:27:08;Cancelado;14/01/2026 04:27:08;OLT-ZTE-5;Campinas;Instalação Nova;Preço Elevado;Retenção
Conecta+;Reparo de Fibra;Hortolândia;20267091848;16/01/2026 07:28:16;Cancelado;16/01/2026 08:28:16;OLT-HUAWEI-7;Hortolândia;Reparo de Fibra;Mudança de Cidade;Financeiro
Conecta+;Instalação Nova;Campinas;20267632014;21/01/2026 23:54:12;Cancelado;21/01/2026 23:54:12;OLT-ZTE-9;Campinas;Instalação Nova;Troca por Concorrente;Telemarketing
Horizon Telecom;Troca de Tecnologia;Sumaré;20263562272;03/02/2026 19:03:10;Cancelado;07/02/2026 22:03:10;OLT-HUAWEI-8;Sumaré;Troca de Tecnologia;Problemas Técnicos;Comercial
FiberTech;Instalação Nova;Hortolândia;20261767848;14/01/2026 21:41:54;Cancelado;20/01/2026 04:41:54;OLT-HUAWEI-7;Hortolândia;Instalação Nova;Mudança de Cidade;Telemarketing
Conecta+;Reparo de Fibra;Valinhos;20265588153;10/02/2026 06:52:30;Cancelado;14/02/2026 08:52:30;OLT-ZTE-5;Valinhos;Reparo de Fibra;Troca por Concorrente;Comercial
Horizon Telecom;Instalação Nova;Americana;20264821050;02/02/2026 12:59:30;Cancelado;09/02/2026 13:59:30;OLT-HUAWEI-6;Americana;Instalação Nova;Troca por Concorrente;Retenção
Horizon Telecom;Mudança de Endereço;Valinhos;20264252663;08/02/2026 10:28:01;Cancelado;14/02/2026 20:28:01;OLT-ZTE-8;Valinhos;Mudança de Endereço;Problemas Técnicos;Financeiro
FiberTech;Instalação Nova;Paulínia;20268060206;15/02/2026 08:09:18;Cancelado;17/02/2026 10:09:18;OLT-HUAWEI-4;Paulínia;Instalação Nova;Troca por Concorrente;Retenção
Conecta+;Reparo de Fibra;Sumaré;20264369911;28/01/2026 20:16:25;Cancelado;03/02/2026 21:16:25;OLT-HUAWEI-4;Sumaré;Reparo de Fibra;Troca por Concorrente;Telemarketing
FiberTech;Troca de Tecnologia;Campinas;20269000108;03/02/2026 09:38:48;Cancelado;10/02/2026 15:38:48;OLT-NOKIA-9;Campinas;Troca de Tecnologia;Mudança de Cidade;Telemarketing
Conecta+;Troca de Tecnologia;Valinhos;20265157766;26/01/2026 12:11:39;Cancelado;30/01/2026 15:11:39;OLT-NOKIA-7;Valinhos;Troca de Tecnologia;Problemas Técnicos;Financeiro
Horizon Telecom;Mudança de Endereço;Campinas;20261488636;30/01/2026 12:52:05;Cancelado;01/02/2026 21:52:05;OLT-ZTE-10;Campinas;Mudança de Endereço;Preço Elevado;Telemarketing
Conecta+;Troca de Tecnologia;Valinhos;20261844089;14/01/2026 06:11:33;Cancelado;16/01/2026 10:11:33;OLT-NOKIA-10;Valinhos;Troca de Tecnologia;Preço Elevado;Financeiro
Horizon Telecom;Suporte Wi-Fi;Valinhos;20263157895;14/01/2026 15:54:38;Cancelado;16/01/2026 16:54:38;OLT-ZTE-3;Valinhos;Suporte Wi-Fi;Mudança de Cidade;Telemarketing
Horizon Telecom;Reparo de Fibra;Americana;20267195479;28/01/2026 19:59:38;Cancelado;29/01/2026 06:59:38;OLT-NOKIA-4;Americana;Reparo de Fibra;Troca por Concorrente;Comercial
FiberTech;Mudança de Endereço;Hortolândia;20269442107;05/02/2026 21:15:49;Cancelado;13/02/2026 03:15:49;OLT-HUAWEI-6;Hortolândia;Mudança de Endereço;Problemas Técnicos;Retenção
Conecta+;Troca de Tecnologia;Paulínia;20268630744;25/01/2026 17:47:14;Cancelado;26/01/2026 22:47:14;OLT-HUAWEI-5;Paulínia;Troca de Tecnologia;Troca por Concorrente;Financeiro
FiberTech;Instalação Nova;Sumaré;20267952928;13/02/2026 04:37:01;Cancelado;14/02/2026 05:37:01;OLT-HUAWEI-3;Sumaré;Instalação Nova;Problemas Técnicos;Comercial
Conecta+;Troca de Tecnologia;Hortolândia;20263787930;31/01/2026 10:58:34;Cancelado;31/01/2026 22:58:34;OLT-HUAWEI-4;Hortolândia;Troca de Tecnologia;Preço Elevado;Retenção
FiberTech;Suporte Wi-Fi;Valinhos;20265131588;08/01/2026 01:41:49;Cancelado;12/01/2026 04:41:49;OLT-NOKIA-2;Valinhos;Suporte Wi-Fi;Mudança de Cidade;Comercial
Conecta+;Reparo de Fibra;Paulínia;20266618684;15/02/2026 12:24:52;Cancelado;15/02/2026 19:24:52;OLT-ZTE-7;Paulínia;Reparo de Fibra;Troca por Concorrente;Financeiro
FiberTech;Suporte Wi-Fi;Valinhos;20268577856;11/02/2026 05:46:37;Cancelado;17/02/2026 15:46:37;OLT-ZTE-6;Valinhos;Suporte Wi-Fi;Mudança de Cidade;Financeiro
Horizon Telecom;Suporte Wi-Fi;Paulínia;20261492031;17/01/2026 13:51:48;Cancelado;23/01/2026 19:51:48;OLT-NOKIA-4;Paulínia;Suporte Wi-Fi;Preço Elevado;Retenção
Horizon Telecom;Reparo de Fibra;Valinhos;20265315143;12/02/2026 13:28:27;Cancelado;12/02/2026 14:28:27;OLT-NOKIA-6;Valinhos;Reparo de Fibra;Preço Elevado;Comercial
Horizon Telecom;Reparo de Fibra;Sumaré;20264781568;19/01/2026 07:10:43;Cancelado;22/01/2026 15:10:43;OLT-ZTE-10;Sumaré;Reparo de Fibra;Mudança de Cidade;Comercial
FiberTech;Troca de Tecnologia;Valinhos;20264664927;10/01/2026 15:03:17;Cancelado;13/01/2026 02:03:17;OLT-HUAWEI-3;Valinhos;Troca de Tecnologia;Troca por Concorrente;Telemarketing
FiberTech;Troca de Tecnologia;Campinas;20262374360;01/02/2026 06:47:43;Cancelado;03/02/2026 12:47:43;OLT-ZTE-10;Campinas;Troca de Tecnologia;Troca por Concorrente;Retenção
Conecta+;Troca de Tecnologia;Hortolândia;20266726831;29/12/2025 11:12:01;Cancelado;01/01/2026 20:12:01;OLT-HUAWEI-10;Hortolândia;Troca de Tecnologia;Problemas Técnicos;Comercial
FiberTech;Instalação Nova;Sumaré;20266447732;05/01/2026 01:43:30;Cancelado;09/01/2026 03:43:30;OLT-NOKIA-10;Sumaré;Instalação Nova;Mudança de Cidade;Financeiro
FiberTech;Troca de Tecnologia;Paulínia;20267799644;08/02/2026 07:05:19;Cancelado;08/02/2026 12:05:19;OLT-NOKIA-2;Paulínia;Troca de Tecnologia;Mudança de Cidade;Comercial
Horizon Telecom;Instalação Nova;Sumaré;20269845555;06/01/2026 04:03:57;Cancelado;09/01/2026 07:03:57;OLT-HUAWEI-7;Sumaré;Instalação Nova;Troca por Concorrente;Comercial
Horizon Telecom;Troca de Tecnologia;Sumaré;20268206736;26/01/2026 08:44:10;Cancelado;30/01/2026 08:44:10;OLT-NOKIA-7;Sumaré;Troca de Tecnologia;Preço Elevado;Telemarketing
Conecta+;Troca de Tecnologia;Paulínia;20267841248;25/01/2026 13:11:56;Cancelado;27/01/2026 23:11:56;OLT-NOKIA-10;Paulínia;Troca de Tecnologia;Troca por Concorrente;Telemarketing
FiberTech;Suporte Wi-Fi;Hortolândia;20262849934;05/01/2026 23:42:46;Cancelado;06/01/2026 04:42:46;OLT-ZTE-9;Hortolândia;Suporte Wi-Fi;Troca por Concorrente;Retenção
Horizon Telecom;Suporte Wi-Fi;Sumaré;20265657169;01/01/2026 14:26:49;Cancelado;07/01/2026 20:26:49;OLT-ZTE-5;Sumaré;Suporte Wi-Fi;Preço Elevado;Retenção
Horizon Telecom;Reparo de Fibra;Valinhos;20266853664;11/02/2026 10:40:08;Cancelado;16/02/2026 15:40:08;OLT-HUAWEI-8;Valinhos;Reparo de Fibra;Preço Elevado;Financeiro
Horizon Telecom;Mudança de Endereço;Paulínia;20268904499;16/02/2026 18:58:38;Cancelado;18/02/2026 00:58:38;OLT-ZTE-5;Paulínia;Mudança de Endereço;Problemas Técnicos;Telemarketing
Horizon Telecom;Troca de Tecnologia;Sumaré;20263087578;11/01/2026 16:40:08;Cancelado;14/01/2026 16:40:08;OLT-HUAWEI-8;Sumaré;Troca de Tecnologia;Mudança de Cidade;Retenção
Conecta+;Suporte Wi-Fi;Americana;20269673608;23/01/2026 14:21:44;Cancelado;26/01/2026 23:21:44;OLT-NOKIA-5;Americana;Suporte Wi-Fi;Mudança de Cidade;Comercial
Conecta+;Instalação Nova;Paulínia;20267164026;12/01/2026 05:48:49;Cancelado;14/01/2026 05:48:49;OLT-NOKIA-3;Paulínia;Instalação Nova;Troca por Concorrente;Telemarketing
FiberTech;Mudança de Endereço;Sumaré;20269658021;11/02/2026 10:12:06;Cancelado;17/02/2026 18:12:06;OLT-NOKIA-8;Sumaré;Mudança de Endereço;Problemas Técnicos;Telemarketing
Conecta+;Instalação Nova;Americana;20262603988;11/02/2026 21:54:12;Cancelado;17/02/2026 04:54:12;OLT-HUAWEI-10;Americana;Instalação Nova;Mudança de Cidade;Telemarketing
